Message Name | Registration Method | Args | Origin
`UPDATE_INGAME_SHOP_REMAIN_CASH` | `RegisterMsg` | `(frame)` | simpleingameshop.lua<br>steamtpinventory.lua<br>tpitem.lua
`INGAMESHOP_STATE_MSG` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | simpleingameshop.lua<br>steamtpinventory.lua
`SUCCESS_LEARN_ABILITY` | `RegisterOpenOnlyMsg` | `(frame, msg, abilName)` | skillability.lua
`UPDATE_ABILITY_POINT` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | skillability.lua
`RESET_SKL_UP` | `RegisterOpenOnlyMsg` | `(frame, msg, skillID, argNum)` | skillability.lua<br>sysmenu.lua
`SKILL_LIST_GET_RESET_SKILL` | `RegisterOpenOnlyMsg` | `(frame, msg, skillID, argNum)` | skillability.lua
`UPDATE_COMMON_SKILL_LIST` | `RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | skillability.lua
`POPULAR_SKILL_INFO` | `RegisterOpenOnlyMsg` | `(frame)` | skillability.lua
`ADD_SKILL_QUEUE` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | skillqueue.lua
`UPDATE_SKILL_QUEUE` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | skillqueue.lua
`MYPAGE_LOAD_COMPLETE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | social.lua<br>socialtarget.lua
`SOCIAL_SELL_ITEM_LIST` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | social.lua
`DUMMYPC_LIST` | `RegisterMsg` | `(frame, msg, str, arg)` | soldierinfo.lua<br>soldierlist.lua
`DUMMYPC_HP_UPDATE` | `RegisterMsg` | `(frame, msg, cid, hp)` | soldierinfo.lua
`MAIN_PC_CHANGE` | `RegisterMsg` | `(frame, msg, str, num)` | soldierlist.lua
`DO_SOLODUNGEON_RANKINGPAGE_OPEN` | `RegisterMsg` | `(frame)` | solodungeonrankingpage.lua
`SOLO_DUNGEON_RANKING_RESET` | `RegisterOpenOnlyMsg` | `(frame)` | solodungeonrankingpage.lua
`DO_SOLODUNGEON_SCOREBOARD_OPEN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | solodungeonscoreboard.lua
`SOLO_D_TIMER_START` | `RegisterMsg` | `(frame,msg,strArg,numArg)` | solo_d_timer.lua
`SOLO_D_TIMER_END` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | solo_d_timer.lua
`SOLO_D_TIMER_TEXT_GAUGE_UPDATE` | `RegisterMsg` | `(frame, msg, argStr)` | solo_d_timer.lua
`SOLO_D_TIMER_TEXT_STAGE_SET` | `RegisterMsg` | `()` | solo_d_timer.lua
`PC_PROPERTY_UPDATE_TO_STATUS` | `RegisterMsg` | `(frame)` | status.lua
`PC_PROPERTY_UPDATE_DETAIL` | `RegisterMsg` | `(frame, msg, propertyName, argNum)` | status.lua
`RESET_STAT_UP` | `RegisterMsg` | `(frame)` | status.lua
`STAT_AVG` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | status.lua
`ACHIEVE_REWARD` | `RegisterOpenOnlyMsg` | `(frame)` | status.lua
`PC_COMMENT_CHANGE` | `RegisterMsg` | `(frame)` | status.lua
`LIKEIT_WHO_LIKE_ME` | `RegisterMsg` | `()`<br>`(frame, msg, argStr, argNum)` | status.lua<br>wholikeme.lua
`UPDATE_EXP_UP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | status.lua
`HAIR_COLOR_CHANGE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | status.lua
`ADD_CHATBALLOON_SKIN` | `RegisterMsg` | `(frame)` | status.lua
`SET_MY_CHATBALLOON_SKIN` | `RegisterMsg` | `(frame, msg, argStr, ClassID)` | status.lua
`ENABLE_CHANGE_TEAM_NAME_BY_ITME` | `RegisterMsg` | `(frame, msg, argStr, result)` | status.lua
`ENABLE_CHANGE_GUILD_NAME_BY_ITME` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | status.lua
`UPDATE_MATERIAL_COUNT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | switchgender.lua
`PC_PROPERTY_UPDATE_TO_SYSMENU` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmenu.lua
`JOB_SKILL_POINT_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmenu.lua
`ANCIENT_UI_OPEN` | `RegisterMsg` | `(frame)` | sysmenu.lua
`SERV_UI_EMPHASIZE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmenu.lua
`PREMIUM_NEXON_PC` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmenu.lua
`ENABLE_PCBANG_SHOP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmenu.lua
`NEW_USER_REQUEST_GUILD_JOIN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmenu.lua
`GUILD_PROMOTE_NOTICE` | `RegisterMsg` | `(frame)` | sysmenu.lua
`SYSMENU_CHANGED` | `RegisterMsg` | `()` | sysmenu_joystick.lua
`SYSMENU_JOYSTICK_OPEN` | `RegisterMsg` | `()` | sysmenu_joystick.lua
`SYSMENU_JOYSTICK_CLOSE` | `RegisterMsg` | `()` | sysmenu_joystick.lua
`SYSMENU_JOYSTICK_ROLL_LEFT` | `RegisterMsg` | `()` | sysmenu_joystick.lua
`SYSMENU_JOYSTICK_ROLL_RIGHT` | `RegisterMsg` | `()` | sysmenu_joystick.lua
`QUEST_START` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmsg.lua
`QUEST_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sysmsg.lua
`IES_VALUE_CHANGE` | `RegisterMsg` | `(frame)` | systemoption.lua
`TARGET_BUFF_ADD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | targetbuff.lua
`TARGET_BUFF_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | targetbuff.lua
`TARGET_BUFF_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | targetbuff.lua<br>targetinfo.lua<br>targetinfotoboss.lua
`TARGET_SET_BOSS` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | targetinfotoboss.lua
`TARGET_CLEAR_BOSS` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | targetinfotoboss.lua
`MISS_CHECK_SHOW_ICON` | `RegisterMsg` | `(frame, msg, iconName, count)` | targetinfotoboss.lua
`MISS_CHECK_REMOVE_ICON` | `RegisterMsg` | `(frame, msg)` | targetinfotoboss.lua
`UNTARGET_SPRAY` | `RegisterMsg` | `(frame, msg, str, num, pobj)` | targetspray.lua
`UPDATE_SPRAY` | `RegisterMsg` | `(frame)` | targetspray.lua
`LIKE_LIST` | `RegisterMsg` | `(frame)` | targetspray.lua
`TEMPITEM_SET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | tempitemuse.lua
`TEMPITEM_EMPTY` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | tempitemuse.lua
`ADD_TEMP_ITEM` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | tempitemuse.lua
`REMOVE_TEMP_ITEM` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | tempitemuse.lua
`UPDATE_TEMPITEM_COUNT_BY_PROP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | tempitemuse.lua
`REAL_TIME_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | time.lua
`TIME_ACTION` | `RegisterMsg` | `(frame, msg, msgType, isFail, info)` | timeaction.lua
`TOSHERO_INFO_GET` | `RegisterMsg` | `()` | toshero_info.lua<br>toshero_info_attribute.lua<br>toshero_info_buff.lua<br>toshero_info_buffshop.lua<br>toshero_info_reinforce.lua
`TOSHERO_INFO_POINT` | `RegisterMsg` | `()` | toshero_info.lua<br>toshero_info_buffshop.lua<br>toshero_info_lottery.lua<br>toshero_info_reinforce.lua
`TOSHERO_STAGE_START` | `RegisterMsg` | `(frame, msg, argStr, stage)` | toshero_info.lua<br>toshero_info_gauge.lua<br>toshero_info_stage.lua
`TOSHERO_INFO_NEXT_STAGE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | toshero_info.lua
`TOSHERO_HIDDEN_BUFF_ADD` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | toshero_info.lua
`TOSHERO_ZONE_ENTER` | `RegisterMsg` | `(frame, msg, argStr, stage)`<br>`()` | toshero_info.lua<br>toshero_info_lottery.lua
`TOSHERO_STAGE_END` | `RegisterMsg` | `()`<br>`(frame, msg, type, size)` | toshero_info.lua<br>toshero_info_end.lua<br>toshero_info_gauge.lua
`TOSHERO_INFO_BUFFSHOP` | `RegisterMsg` | `()` | toshero_info_buffshop.lua
`TOSHERO_INFO_COMBINE_SUCCESS` | `RegisterMsg` | `(frame, msg, argStr, type)` | toshero_info_buffshop.lua
`TOSHERO_STAGE_REFRESH` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | toshero_info_gauge.lua
`TOSHERO_GRID_OBJECTHP` | `RegisterMsg` | `(frame, msg, HP)` | toshero_info_gauge.lua
`TOSHERO_SHOW_SIMPLE_MSG` | `RegisterMsg` | `(frame, msg, msgStr)` | toshero_info_gauge.lua
`TOSHERO_LOTTERY_FAIL` | `RegisterMsg` | `()` | toshero_info_lottery.lua
`TOSHERO_INFO_SCORE_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | toshero_info_score.lua
`GIVE_ITEM_COMPLETE` | `RegisterOpenOnlyMsg` | `(frame)` | tournament_gift.lua
`TOURNAMENT_TEAM_UPDATE` | `RegisterMsg` | `(frame)` | tournament_view.lua
`TOURNAMENT_BATTLE_WIN` | `RegisterMsg` | `(frame, msg, winTeam, loseTeam)` | tournament_view.lua
`TOURNAMENT_WIN` | `RegisterMsg` | `(frame)` | tournament_win.lua
`TP_SHOP_UI_OPEN` | `RegisterMsg` | `(frame, msg, shopName, argNum)` | tpitem.lua
`TPSHOP_BUY_SUCCESS` | `RegisterMsg` | `(frame)` | tpitem.lua
`SHOP_BUY_LIMIT_INFO` | `RegisterMsg` | `(frame)` | tpitem.lua
`SHOP_USER_INFO` | `RegisterMsg` | `(frame)` | tpitem.lua
`SHOP_USER_USED_MEDAL` | `RegisterMsg` | `(frame)` | tpitem.lua
`UPDATE_INGAME_SHOP_CASHINVEN` | `RegisterMsg` | `()` | tpitem.lua
`UPDATE_INGAME_SHOP_PURCHASE_RESULT` | `RegisterMsg` | `(parent, control, msg, ret)` | tpitem.lua
`UPDATE_INGAME_SHOP_REFUND_RESULT` | `RegisterMsg` | `(parent, control, msg, ret)` | tpitem.lua
`UPDATE_INGAME_SHOP_PICKUP_RESULT` | `RegisterMsg` | `(parent, control, msg, ret)` | tpitem.lua
`UPDATE_TPITEM_LIST_FOR_TAG` | `RegisterMsg` | `()` | tpitem.lua
`UPDATE_TPSHOP_BANNER` | `RegisterMsg` | `(parent, control, argStr, argNum)` | tpitem.lua
`NEXON_AMERICA_LIST` | `RegisterMsg` | `()` | tpitem.lua
`NEXON_AMERICA_SELLITEMLIST` | `RegisterMsg` | `()` | tpitem.lua
`NEXON_AMERICA_BALANCE` | `RegisterMsg` | `()` | tpitem.lua
`NEXON_AMERICA_BALANCE_ENOUGH` | `RegisterMsg` | `()` | tpitem.lua
`NEXON_AMERICA_BALANCE_NOT_ENOUGH` | `RegisterMsg` | `()` | tpitem.lua
`OPEN_DLG_TRANSFERSEAL` | `RegisterMsg` | `()` | transferseal.lua
`TRANSFER_SEAL_SUCCESS` | `RegisterMsg` | `(frame, msg, guid)` | transferseal.lua
`TUTORIALNOTE_REWARD_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | tutorialnote.lua
`OPEN_DLG_UNIQUEDECOMPOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | uniquedecompose.lua
`RESULT_UNIQUE_DECOMPOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | uniquedecompose.lua
`OPEN_DLG_UPGRADE_GODDESS` | `RegisterMsg` | `()` | upgrade_goddess.lua
`UPGRADE_EVIL_GODDESS_SUCCESS` | `RegisterMsg` | `(frame, msg, guid)` | upgrade_goddess.lua
`UPGRADE_EVIL_GODDESS_FAIL` | `RegisterMsg` | `(frame, msg, guid, count)` | upgrade_goddess.lua
`OPEN_DLG_UPGRADE_VIBORA` | `RegisterMsg` | `()` | upgrade_vibora.lua
`UPGRADE_VIBORA_SUCCESS` | `RegisterMsg` | `(frame, msg, guid)` | upgrade_vibora.lua
`UPGRADE_VIBORA_FAIL` | `RegisterMsg` | `(frame, msg, guid, count)` | upgrade_vibora.lua
`OPEN_DLG_VIBORA_WEAPON_TRADE` | `RegisterMsg` | `()` | vibora_weapon_trade.lua
`VIBORA_WEAPON_TRADE_SUCCESS` | `RegisterMsg` | `(frame, msg, guid)` | vibora_weapon_trade.lua
`DO_OPEN_WARNINGMSGBOX_UI` | `RegisterMsg` | `(clmsg, yesScp, noScp, itemGuid, title)` | warningmsgbox.lua
`DO_OPEN_WARNINGMSGBOX_EX_UI` | `RegisterMsg` | `(frame, msg, argStr, argNum, option)` | warningmsgbox_ex.lua
`DO_UNKNOWN_SANTUARTY_GATE_BUFF_MSG_BOX` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | warningmsgbox_ex.lua
`WEAPONSWAP_ENTERED` | `RegisterMsg` | `(frame)` | weaponswap.lua
`WEAPONSWAP` | `RegisterMsg` | `(frame)` | weaponswap.lua
`WEAPONSWAP_CLEAR` | `RegisterMsg` | `(frame, msg, arg_str, arg_num)` | weaponswap.lua
`WEAPONSWAP_FAIL` | `RegisterMsg` | `()` | weaponswap.lua
`WEAPONSWAP_SUCCESS` | `RegisterMsg` | `()` | weaponswap.lua
`WEAPONSWAP_TOGGLE_LINE` | `RegisterMsg` | `()` | weaponswap.lua
`WEEKLY_BOSS_RECEIVE_REWARD` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | weeklyboss_reward.lua
`WIKI_LIST_ADD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | wikiadd.lua
`ADVENTURE_BOOK_NEW` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | wikiadd.lua
`UPDATE_FIELDBOSS_INFO` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | worldmap2_mainmap.lua<br>worldmap2_submap.lua
`TOGGLE_FAVORITE_MAP` | `RegisterMsg` | `(frame)`<br>`(frame, msg, argStr, argNum)` | worldmap2_mainmap.lua<br>worldmap2_minimap.lua
`REQUEST_TOKEN_WARP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | worldmap2_minimap.lua
`WORLDPVP_RANK_ICON` | `RegisterMsg` | `(frame, msg, cid, argNum, info)` | worldpvp.lua
`PLAY_COUNT_MAX` | `RegisterMsg` | `(frame, msg)` | worldpvp.lua
`COLONYWAR_GUILD_KILL_MSG` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | worldpvp_msg.lua
`WAREHOUSE_ITEM_LIST` | `RegisterMsg` | `()` | lib_warehouse.lua
`WAREHOUSE_ITEM_ADD` | `RegisterMsg` | `()` | lib_warehouse.lua
`WAREHOUSE_ITEM_REMOVE` | `RegisterMsg` | `()` | lib_warehouse.lua
`WAREHOUSE_ITEM_CHANGE_COUNT` | `RegisterMsg` | `()` | lib_warehouse.lua
`WAREHOUSE_ITEM_IN` | `RegisterMsg` | `()` | lib_warehouse.lua
`CLOSE_WAREHOUSE_FRAME` | `RegisterMsg` | `()` | lib_warehouse.lua
`BARRACK_NAME_CHANGE_RESULT` | `RegisterMsg` | `(frame, addon, str, result)`<br>`(frame, msg, argStr, argNum, ud)` | barracksetting.lua<br>barrack_charlist.lua
`BARRACK_SETTING_SAVE_CHECK` | `RegisterMsg` | `(frame, msg, argStr, result)` | barracksetting.lua
`ACCOUNT_PROP_UPDATE` | `RegisterMsg` | `(frame)` | barrackthema.lua<br>barrackupgrade.lua
`BARRACK_ADDCHARACTER` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`BARRACK_NEWCHARACTER` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)`<br>`(frame)` | barrack_charlist.lua<br>pub_createchar.lua
`BARRACK_SLOT_BUY` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`BARRACK_CREATECHARACTER_BTN` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`BARRACK_DELETECHARACTER` | `RegisterMsg` | `(frame, obj, argStr, argNum)` | barrack_charlist.lua
`BARRACK_SELECTCHARACTER` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`BARRACK_SELECT_BTN` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`BARRACK_REMOVE_CHARACTER_SCROLLBOX` | `RegisterMsg` | `(frame)` | barrack_charlist.lua
`BARRACK_NAME` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`SET_BARRACK_MODE` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`UPDATE_SELECT_BTN_TITLE` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`NOT_HANDLED_ENTER` | `RegisterMsg` | `(frame)` | barrack_charlist.lua
`BARRACK_ACCOUNT_PROP_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum, ud)` | barrack_charlist.lua
`RESULT_CHECK_MARKET` | `RegisterMsg` | `(frame, msg, cid, registered)` | barrack_charlist.lua
`BARRACK_CHARACTER_SWAP_FAIL` | `RegisterMsg` | `(frame)` | barrack_charlist.lua
`BARRACK_CHARACTER_SWAP_SUCCESS` | `RegisterMsg` | `(frame)` | barrack_charlist.lua
`BARRACK_GOSELECT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | barrack_charname.lua<br>createchar.lua
`BARRACK_CREATE_PET_BTN` | `RegisterMsg` | `(frame)` | barrack_petlist.lua
`DELETE_PET` | `RegisterMsg` | `(frame, msg, guid)` | barrack_petlist.lua
`INPUT_TEAMNAME_EXEC_RESULT` | `RegisterMsg` | `(frame, msg, argStr, result)` | inputteamname.lua
`START_LOADING` | `RegisterMsg` | `(frame)` | loadingbg.lua
`OPTION_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | option.lua
`RESET_HEAD_ICON_IMAGE` | `RegisterMsg` | `(frame, msg)` | pub_createchar.lua
`BARRACK_PRECHECK_VIEW_CONTROL` | `RegisterMsg` | `(frame, msg, argStr, isEnable)` | pub_createchar.lua
`SELECTCHARACTER_OPEN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | selectcharmenu.lua
`SELECTCHARACTER_CLOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | selectcharmenu.lua
